ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_4301,TAPIOCA FLOUR,725031,1,1,1,,LOW,LOW,LOW,LOW
I_4302,RHODIOLA ROSEA EXTRACT,725957,1,1,1,,LOW,LOW,LOW,LOW
I_4303,PORPHYRA UMBILICALIS (NORI) EXTRACT,726308,1,1,1,,LOW,LOW,LOW,LOW
I_4304,GAMMA METHYL IONONE,726823,1,1,1,,LOW,LOW,LOW,LOW
I_4305,COCOS NUCIFERA FRUIT,729234,1,1,1,,LOW,LOW,LOW,LOW
I_4306,PHASEOLUS RADIATUS SEED EXTRACT,730088,1,1,1,,LOW,LOW,LOW,LOW
I_4307,"DODECANE, 2,6,10-TRIMETHYL",732362,1,1,1,,LOW,LOW,LOW,LOW
I_4308,ABIES BALSAMEA (BALSAM) EXTRACT,700063,1_4,1,4,Abies Balsamea (Balsam Canada) Extract is an extract of Abies balsamea.,LOW,LOW,LOW,HIGH
I_4309,ACER SACCHARUM (SUGAR MAPLE),700073,1,1,1,,LOW,LOW,LOW,LOW
I_4310,AVERRHOA CARAMBOLA (STARFRUIT) FRUIT EXTRACT,700595,1,1,1,Averrhoa Carambola Fruit Extract is an extract of the fruit of Averrhoa carambola.,LOW,LOW,LOW,LOW
I_4311,BETULA ALBA (BIRCH) OIL,700726,4_8,4,8,,LOW,HIGH,LOW,HIGH
I_4312,MANGANESE GLUCONATE,703739,2,2,2,Manganese Gluconate is a manganese salt of gluconic acid.,LOW,LOW,LOW,LOW
I_4313,ACTINIDIA CHINENSIS (KIWI) FRUIT,716406,1,1,1,Actinidia Chinensis (Kiwi) Fruit is a fruit of Actinidia chinensis.,LOW,LOW,LOW,LOW
I_4314,POLYGLYCERYL-2 DIISOSTEARATE/ IPDI COPOLYMER,705019,1,1,1,Polyglyceryl-2 Diisostearate/IPDI Copolymer is a copolymer of isophorone diisocyanate andPolyglyceryl-2 Diisostearate (q.v.).,LOW,LOW,LOW,LOW
I_4315,SODIUM PERSULFATE,706155,2_5,2,5,Sodium Persulfate is an inorganic salt.,LOW,MODERATE,LOW,HIGH
I_4316,PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE,721509,3,3,3,PEG-2 Dimeadowfoamamidoethylmonium Methosulfate is a quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_4317,PEG-20 GLYCERYL STEARATE,721550,3,3,3,PEG-20 Glyceryl Stearate is a polyethylene glycol ether of Glyceryl Stearate (q.v.).,LOW,LOW,LOW,LOW
I_4318,PHYTOSTERYL ISOSTEARYL DIMER DILINOLEATE,722203,1,1,1,Phytosteryl Isostearyl Dimer Dilinoleate is a diester of Dilinoleic Acid (q.v.). with phytosteroland isostearyl alcohol.,LOW,LOW,LOW,LOW
I_4319,STYRENE/ISOPRENE COPOLYMER,724240,1,1,1,Styrene/Isoprene Copolymer is a copolymer of styrene and isoprene monomers.,LOW,LOW,LOW,LOW
I_4320,SUNFLOWERSEEDAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,724284,4,4,4,Sunflowerseedamidopropyl Ethyldimonium Ethosulfate is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_4321,PHENYLACETIC ACID,725865,1,1,1,,LOW,LOW,LOW,LOW
I_4322,GANODERMA LUCIDUM (REISHI) EXTRACT,726317,1,1,1,,LOW,LOW,LOW,LOW
I_4323,ECHINACEA ANGUSTIFOLIA MERISTEM CELL CULTURE,862041,1,1,1,,LOW,LOW,LOW,LOW
I_4324,CITRUS AURANTIUM AMARA (BITTER ORANGE) LEAF/TWIG EXTRACT,862680,1,1,1,,LOW,LOW,LOW,LOW
I_4325,ABIES BALSAMEA (BALSAM) OIL,700062,1,1,1,,LOW,LOW,LOW,LOW
I_4326,AMMONIUM PERSULFATE,700378,4_7,4,7,Ammonium Persulfate is an inorganic salt.,LOW,MODERATE,LOW,LOW
I_4327,CITRUS (UNSPECIFIED) OIL,701454,4,4,4,,LOW,LOW,LOW,LOW
I_4328,COCOTRIMONIUM CHLORIDE,701567,5,5,5,Cocotrimonium Chloride is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_4329,FOENICULUM VULGARE (FENNEL) EXTRACT,702489,1,1,1,,LOW,LOW,LOW,LOW
I_4330,MAGNESIUM CITRATE,703688,1,1,1,Magnesium Citrate is a magnesium salt of Citric Acid (q.v.).,LOW,LOW,LOW,LOW
I_4331,PEG-10 SUNFLOWER GLYCERIDES,704499,1_3,1,3,PEG-10 Sunflower Glycerides is a polyethylene glycol derivative of the mono- anddiglycerides derived from sunflower seed oil with an average of 10 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_4332,PHYTOSTERYL/ BEHENYL/ OCTYLDODECYL LAUROYL GLUTAMATE,704864,1,1,1,"Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate is a mixed ester of phytosterol, BehenylAlcohol (q.v.), and Octyldodecanol (q.v.) with Lauroyl Glutamic Acid (q.v.).",LOW,LOW,LOW,LOW
I_4333,PRUNUS AMYGDALUS (BITTER ALMOND) PROTEIN,705348,4,4,4,,LOW,HIGH,LOW,LOW
I_4334,SODIUM RNA,706176,1,1,1,Sodium RNA is a sodium salt of RNA (q.v.).,LOW,LOW,LOW,LOW
I_4335,TETRAHYDROBISDEMETHOXYDIFERULOYLMETHANE,706500,1,1,1,,LOW,LOW,LOW,LOW
I_4336,TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,706503,1,1,1,,LOW,LOW,LOW,LOW
I_4337,VA/ CROTONATES COPOLYMER,706809,1,1,1,VA/Crotonates Copolymer is a polymer of vinyl acetate and one or more monomers consistingof crotonic acid or any of its simple esters.,LOW,LOW,LOW,LOW
I_4338,COMMIPHORA MYRRHA (MYRRH) RESIN,718067,1,1,1,Commiphora Myrrha Resin is a resin obtained from Commiphora myrrha.,LOW,LOW,LOW,LOW
I_4339,DILINOLEIC ACID/GLYCOL COPOLYMER,718499,1,1,1,Dilinoleic Acid/Glycol Copolymer is a copolymer of Dilinoleic Acid (q.v.) and Glycol (q.v.)monomers.,LOW,LOW,LOW,LOW
I_4340,FUCUS SERRATUS EXTRACT,719133,1,1,1,"Fucus Serratus Extract is an extract of the alga, Fucus serratus.",LOW,LOW,LOW,LOW
I_4341,GUAIACUM OFFICINALE WOOD EXTRACT,719362,1,1,1,"Guaiacum Officinale Wood Extract is an extract of the wood of the guaiac tree, Guaiacumofficinale.",LOW,LOW,LOW,LOW
I_4342,OLEA EUROPAEA (OLIVE) FRUIT UNSAPONIFIABLES,721077,1,1,1,Olea Europaea (Olive) Fruit Unsaponifiables is a fraction of olive fruit remaining after fractional distillation.,LOW,LOW,LOW,LOW
I_4343,PEG-30 GLYCERYL ISOSTEARATE,721657,3,3,3,PEG-30 Glyceryl Isostearate is a polyethylene glycol ether of Glyceryl Isostearate (q.v.).,LOW,LOW,LOW,LOW
I_4344,PRUNUS CERASUS (BITTER CHERRY) EXTRACT,723107,1,1,1,"Prunus Cerasus (Bitter Cherry) Extract is an extract of the bitter cherry, Prunus cerasus.",LOW,LOW,LOW,LOW
I_4345,JASMINUM grandiflorum (JASMINE) FLOWER WATER,726694,1,1,1,,LOW,LOW,LOW,LOW
I_4346,POLYAMIDE-2,726736,1,1,1,,LOW,LOW,LOW,LOW
I_4347,HYDROLYZED YOGURT PROTEIN,726757,1,1,1,,LOW,LOW,LOW,LOW
I_4348,DIPTEROCARPUS TURBINATUS BALSAM OIL,727106,1,1,1,,LOW,LOW,LOW,LOW
I_4349,PINUS DENSIFLORA EXTRACT,730151,1,1,1,,LOW,LOW,LOW,LOW
I_4350,PALMITOYL TRIPEPTIDE-8,862044,1,1,1,,LOW,LOW,LOW,LOW
I_4351,BOSWELLIA NEGLECTA RESIN OIL,862339,1,1,1,,LOW,LOW,LOW,LOW
I_4352,TETRAFLUOROPROPENE,862622,10,10,10,,MODERATE,HIGH,HIGH,HIGH
I_4353,SODIUM STYRENE/ ACRYLATES COPOLYMER,706195,1,1,1,"Sodium Styrene/Acrylates Copolymer is a sodium salt of a polymer of styrene and amonomer consisting of acrylic acid, methacrylic acid or one of their simple esters.",LOW,LOW,LOW,LOW
I_4354,AMYLODEXTRIN,706913,1,1,1,Amylodextrin is a product obtained by treating potato or corn starch with dilute hydrochloricacid.,LOW,LOW,LOW,LOW
I_4355,CASSIA AURICULATA LEAF POWDER,717499,1,1,1,"Cassia Auriculata Leaf Powder is a powder of the dried, crushed leaves of Cassia auriculata.",LOW,LOW,LOW,LOW
I_4356,DIANTHUS CARYOPHYLLUS (CARNATION) FLOWER EXTRACT,718337,1,1,1,Dianthus Caryophyllus Flower Extract is an extract of the flowers of Dianthus caryophyllus.,LOW,LOW,LOW,LOW
I_4357,ENDOMYCES FERMENT FILTRATE,718886,1,1,1,Endomyces Ferment Filtrate is a filtrate of the fermentation product of the organismEndomyces.,LOW,LOW,LOW,LOW
I_4358,EPOXIDIZED SOYBEAN OIL EPOXIDIZED SOYBEAN OIL,718905,1,1,1,Epoxidized Soybean Oil is a modified oil obtained from soybean oil by epoxidation.,LOW,LOW,LOW,LOW
I_4359,MALVA SYLVESTRIS (COMMON MALLOW) LEAF EXTRACT,703732,1,1,1,,LOW,LOW,LOW,LOW
I_4360,PERHYDROL UREA,704763,1_3,1,3,"Urea Peroxide is a compound. In the United States, Urea Peroxide may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name for Urea Peroxide if Urginea maritima.",LOW,LOW,LOW,HIGH
I_4361,POTASSIUM GLUCONATE,705201,1,1,1,Potassium Gluconate is a potassium salt of Gluconic Acid (q.v.).,LOW,LOW,LOW,LOW
I_4362,REHMANNIA GLUTINOSA (CHINESE FOXGLOVE) ROOT EXTRACT,705538,1,1,1,Rehmannia Glutinosa Root Extract is an extract of the roots of Rehmannia glutinosa.,LOW,LOW,LOW,LOW
I_4363,SODIUM CALCIUM ALGINATE,706007,1,1,1,,LOW,LOW,LOW,LOW
I_4364,ACETYL TRIFLUOROMETHYLPHENYL VALYLGLYCINE,700090,10,10,10,,MODERATE,HIGH,HIGH,HIGH
I_4365,AMINOBUTYRIC ACID,700344,1,1,1,,LOW,LOW,LOW,LOW
I_4366,LAURUS NOBILIS LEAF EXTRACT,720284,3_6,3,6,"Laurus Nobilis Leaf Extract is an extract of the leaves of the laurel, Laurus nobilis.",LOW,HIGH,LOW,HIGH
I_4367,LINDERA STRYCHNIFOLIA ROOT EXTRACT,720361,1,1,1,Lindera Strychnifolia Root Extract is an extract of the roots of Lindera strychnifolia.,LOW,LOW,LOW,LOW
I_4368,MARIS LIMUS,720518,1,1,1,,LOW,LOW,LOW,LOW
I_4369,OCTADECENEDIOIC ACID,721014,1,1,1,,LOW,LOW,LOW,LOW
I_4370,PEG-90 STEARATE,721973,3,3,3,PEG-90 Stearate is a polyethylene glycol ester of stearic acid.,LOW,LOW,LOW,LOW
I_4371,VP/VINYL CAPROLACTAM/DMAPA ACRYLATES COPOLYMER,724850,1,1,1,"VP/Vinyl Caprolactam/DMAPA Acrylates Copolymer is a copolymer of vinylpyrrolidone, vinylcaprolactam, dimethylaminopropylacrylamide, and one or more monomers of acrylic acid or one of theirsimple esters.",LOW,LOW,LOW,LOW
I_4372,SWEET PEA OIL,726078,1,1,1,,LOW,LOW,LOW,LOW
I_4373,CITRUS TERPENES,726468,1,1,1,,LOW,LOW,LOW,LOW
I_4374,YUCCA BREVIFOLIA ROOT EXTRACT,730324,1,1,1,,LOW,LOW,LOW,LOW
I_4375,"SILVER, COLLOIDAL",755595,1,1,1,,LOW,LOW,LOW,LOW
I_4376,ETHYLHEXYL ACRYLATE/METHYL METHACRYLATE COPOLYMER,861957,1,1,1,,LOW,LOW,LOW,LOW
I_4377,BOIS DE ROSE (ROSEWOOD) OIL,862106,1,1,1,,LOW,LOW,LOW,LOW
I_4378,BURSERA GRAVEOLENS (PALO SANTO) OIL,862208,1,1,1,,LOW,LOW,LOW,LOW
I_4379,GALLYL GLUCOSIDE,862415,1,1,1,,LOW,LOW,LOW,LOW
I_4380,GALACTOMYCES FERMENT FILTRATE,862731,1,1,1,,LOW,LOW,LOW,LOW
I_4381,BRASSICYL VALINATE ESYLATE,862968,1,1,1,,LOW,LOW,LOW,LOW
I_4382,ANTHOCYANINS,700456,1,1,1,Anthocyanins is a substance obtained by the physical processing of edible fruits or vegetables.,LOW,LOW,LOW,LOW
I_4383,ARCTIUM LAPPA (BURDOCK),700489,1,1,1,,LOW,LOW,LOW,LOW
I_4384,BOSWELLIA CARTERI (FRANKINCENSE),700804,1,1,1,,LOW,LOW,LOW,LOW
I_4385,CAMELLIA SINENSIS (GREEN TEA) SEED EXTRACT,701033,1,1,1,Camellia Sinensis Seed Extract is an extract of the seeds of Camellia sinensis.,LOW,LOW,LOW,LOW
I_4386,CASSIA ANGUSTIFOLIA (ALEXANDRIAN SENNA) EXTRACT,701149,1,1,1,Cassia Angustifolia Seed Extract is an extract of the seeds of Cassia angustifolia.,LOW,LOW,LOW,LOW
I_4387,CASTOR WAX,701161,1,1,1,,LOW,LOW,LOW,LOW
I_4388,DIPOTASSIUM EDTA,702119,1,1,1,Dipotassium EDTA is a substituted diamine.,LOW,LOW,LOW,LOW
I_4389,DISODIUM ADENOSINE TRIPHOSPHATE,702129,1,1,1,Disodium Adenosine Triphosphate is a disodium salt of Adenosine Triphosphate (q.v.).,LOW,LOW,LOW,LOW
I_4390,HYPERICUM PERFORATUM (ST. JOHN&#39;S WORT) FLOWER EXTRACT,703099,1,1,1,,LOW,LOW,LOW,LOW
I_4391,ISOSTEARAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,703217,4,4,4,Isostearamidopropyl Ethyldimonium Ethosulfate is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_4392,MAGNESIUM FLUORIDE,703691,1_2,1,2,Magnesium Fluoride is an inorganic salt.,LOW,LOW,LOW,MODERATE
I_4393,MENTHA PIPERITA (PEPPERMINT) LEAF WATER,703843,4,4,4,Mentha Piperita (Peppermint) Leaf Water is an aqueous solution of the steam distillateobtained from the leaves of Mentha piperita.,LOW,HIGH,LOW,LOW
I_4394,METHLYDIHYDROJASMONATE,703875,1,1,1,,LOW,LOW,LOW,LOW
I_4395,BAROSMA BETULINA LEAF EXTRACT,716860,2,2,2,Barosma Betulina Leaf Extract is an extract of the leaves of Barosma betulina.,LOW,MODERATE,LOW,LOW
I_4396,C11-15 PARETH-9,717170,1,1,1,C11-15 Pareth-9 is a polyethylene glycol ether of a mixture of synthetic C11-15 fatty alcoholswith an average of 9 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_4397,DEXTRIN PALMITATE/ETHYLHEXANOATE,718303,1,1,1,Dextrin Palmitate/Ethylhexanoate is a mixed ester of Dextrin (q.v.) with palmitic andethylhexanoic acids.,LOW,LOW,LOW,LOW
I_4398,HYDROLYZED RICE BRAN EXTRACT,719710,1_3,1,3,"Hydrolyzed Rice Bran Extract is a hydrolysate of Oryza Sativa (Rice) Bran Extract (q.v.)derived by acid, enzyme or other method of hydrolysis.",LOW,LOW,LOW,LOW
I_4399,KHAYA SENEGALENSIS BARK EXTRACT,720101,1,1,1,Khaya Senegalensis Bark Extract is an extract of the bark of Khaya senegalensis.,LOW,LOW,LOW,LOW
I_4400,PEG-10 ISOSTEARATE,721362,3,3,3,PEG-10 Isostearate is a polyethylene glycol ester of Isostearic Acid (q.v.).,LOW,LOW,LOW,LOW
I_4401,PINUS SYLVESTRIS (SCOT&#39;S PINE) BUD EXTRACT,722265,1_2,1,2,"Pinus Sylvestris Bud Extract is an extract of the buds of the Scotch pine, Pinus sylvestris.",LOW,LOW,LOW,MODERATE
I_4402,MINERAL WATERS,725724,1,1,1,,LOW,LOW,LOW,LOW
I_4403,TETRAMETHYL HEXAPHENYL TETRASILOXANE,726105,1,1,1,,LOW,LOW,LOW,LOW
I_4404,CANARIUM COMMUNE (ELEMI) OIL,726380,1,1,1,,LOW,LOW,LOW,LOW
I_4405,CANARIUM LUZONICUM (ELEMI) OIL,726381,1,1,1,,LOW,LOW,LOW,LOW
I_4406,CINNAMONUM CASSIA (CINNAMON) OIL,726421,3,3,3,,LOW,HIGH,LOW,LOW
I_4407,CAESALPINIA SPINOSA FRUIT POD EXTRACT,729121,1,1,1,,LOW,LOW,LOW,LOW
I_4408,THUJA ORIENTALIS EXTRACT,730208,1,1,1,,LOW,LOW,LOW,LOW
I_4409,DIAMINOPROPIONOYL TRIPEPTIDE-33,861615,1,1,1,,LOW,LOW,LOW,LOW
I_4410,CHERRY BLOSSOM EXTRACT,861971,1,1,1,,LOW,LOW,LOW,LOW
I_4411,ACETYLARINGYLTRYPTOPHYL DIPHENYLGLYCINE,862183,1,1,1,,LOW,LOW,LOW,LOW
I_4412,ELAEIS OLEIFERA (AMERICAN OIL PALM) FRUIT OIL,862403,1,1,1,,LOW,LOW,LOW,LOW
I_4413,ALETRIS FARINOSA ROOT EXTRACT,862640,1,1,1,,LOW,LOW,LOW,LOW
I_4414,SACCHARINA LONGICRURIS EXTRACT,862650,1,1,1,,LOW,LOW,LOW,LOW
I_4415,CLADONIA STELLARIS EXTRACT,862694,1,1,1,,LOW,LOW,LOW,LOW
I_4416,BASIC BLUE 124,862842,1,1,1,,LOW,LOW,LOW,LOW
I_4417,POLYGLYCERYL-10 EICOSANEDIOATE/TETRADECANEDIOATE,862908,1,1,1,,LOW,LOW,LOW,LOW
I_4418,ARTHROSPIRA PLATENSIS,863009,1,1,1,,LOW,LOW,LOW,LOW
I_4419,BIS-PEG-12 DIMETHICONE,700761,3,3,3,Bis-PEG-12 Dimethicone is Dimethicone (q.v.) end-blocked with an average of 12 moles ofethylene oxide.,LOW,LOW,LOW,LOW
I_4420,BUTYLATED PVP,700858,1,1,1,Butylated PVP is a polymer of butylated vinylpyrrolidone.,LOW,LOW,LOW,LOW
I_4421,C12-13 ALKYL ETHYLHEXANOATE,700890,1,1,1,C12-13 Alkyl Ethylhexanoate is an ester of C12-13 Alcohols (q.v.) and 2-ethylhexanoic acid.,LOW,LOW,LOW,LOW
I_4422,DIMETHYLPABAMIDOPROPYL LAURDIMONIUM TOSYLATE,702074,1_2,1,2,DimethylPABAmidopropyl Laurdimonium Tosylate is a quaternary ammonium compound.,LOW,MODERATE,LOW,LOW
I_4423,HC YELLOW 4,702786,4,4,4,HC Yellow No. 4 is a hair color.,MODERATE,LOW,LOW,HIGH
I_4424,HYDROLYZED PROTEIN,703010,1,1,1,,LOW,LOW,LOW,LOW
I_4425,HYPERICUM PERFORATUM (ST. JOHN&#39;S WORT) OIL,703102,1,1,1,"Hypericum Perforatum Oil is a fixed oil obtained from St. John's Wort, Hypericumperforatum.",LOW,LOW,LOW,LOW
I_4426,LOTUS CORNICULATUS (BIRD&#39;S FOOT TREFOIL) FLOWER EXTRACT,703621,1,1,1,Lotus Corniculatus Flower Extract is an extract of the flowers of Lotus corniculatus.,LOW,LOW,LOW,LOW
I_4427,MENTHA (MINT),703823,1,1,1,,LOW,LOW,LOW,LOW
I_4428,POLYMETHACRYLAMIDOPROPYL-TRIMONIUM CHLORIDE,705064,1,1,1,Polymethacrylamidopropyltrimonium Chloride is a polymeric quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_4429,RAHNELLA/ SOY PROTEIN FERMENT,705514,1,1,1,"Rahnella/Soy Protein Ferment is a product derived by the fermentation of soy protein by theorganism, Rahnella.",LOW,LOW,LOW,LOW
I_4430,STARCH ACETATE,706271,1,1,1,Starch Acetate is a product obtained by the reaction of acetic acid with starch.,LOW,LOW,LOW,LOW
I_4431,ZEA MAYS (CORN) KERNEL EXTRACT,707046,1,1,1,"Zea Mays (Corn) Kernel Extract is an extract of the kernels of corn, Zea mays.",LOW,LOW,LOW,LOW
I_4432,AMMONIUM THIOLACTATE,716667,1,1,1,Ammonium Thiolactate is an organic salt.,LOW,LOW,LOW,LOW
I_4433,BASIC VIOLET 11:1,716883,2,2,2,Basic Violet 11:1 is a hair colorant.,LOW,LOW,LOW,LOW
I_4434,CETETH-24,717598,1_3,1,3,Ceteth-24 is a polyethylene glycol ether of Cetyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_4435,HELICHRYSUM STOECHAS EXTRACT,719439,1,1,1,"Helichrysum Stoechas Extract is an extract of the everlasting, Helichrysum stoechas.",LOW,LOW,LOW,LOW
I_4436,PASSIFLORA QUADRANGULARIS FLOWER EXTRACT,721327,1,1,1,"Passiflora Quadrangularis Flower Extract is an extract of the flowers of the passionflower, Passiflora quadrangularis.",LOW,LOW,LOW,LOW
I_4437,PERFLUOROHEXANE,722105,10,10,10,,MODERATE,HIGH,HIGH,HIGH
I_4438,PIGMENT GREEN 7,722213,5,5,5,Pigment Green 7 is classed chemically as a phthalocyanine color.,LOW,LOW,LOW,HIGH
I_4439,IONONE,724991,1,1,1,,LOW,LOW,LOW,LOW
I_4440,SODIUM BIS-HYDROXYETHYLGLYCINATE COCO-GLUCOSIDES CROSSPOLYMER,861953,1,1,1,,LOW,LOW,LOW,LOW
I_4441,BENZIMIDAZOLE DIAMOND AMIDOETHYL UREA CARBAMOYL PROPYL,862095,4,4,4,,LOW,LOW,LOW,LOW
I_4442,HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT,862419,1,1,1,,LOW,LOW,LOW,LOW
I_4443,Ammonium Acrylates/Methylstyrene/Styrene Copolymer,862839,1,1,1,,LOW,LOW,LOW,LOW
I_4444,Cymbopogon Flexuosus Leaf Oil,862856,1,1,1,,LOW,LOW,LOW,LOW
I_4445,PEG-5 ISONONANOATE,862884,1,1,1,,LOW,LOW,LOW,LOW
I_4446,ALKYL POLYGLYCOSIDE,700242,1,1,1,,LOW,LOW,LOW,LOW
I_4447,ALOYSIA TRIPHYLLA (LEMON VERBENA) OIL,700284,1,1,1,,LOW,LOW,LOW,LOW
I_4448,CALCIUM SODIUM PHOSPHOSILICATE,700976,1,1,1,"Calcium Sodium Phosphosilicate is a powder consisting of oxides of silicon, calcium, sodiumand phosphorous.",LOW,LOW,LOW,LOW
I_4449,DI-C12-15 ALKYL FUMARATE,701909,1,1,1,Di-C12-15 Alkyl Fumarate is a diester of C12-15 Alcohols (q.v.) and fumaric acid.,LOW,LOW,LOW,LOW
I_4450,EUCALYPTUS GLOBULUS (EUCALYPTUS) LEAF,702366,1,1,1,,LOW,LOW,LOW,LOW
I_4451,HYDROQUINONE,703041,8,8,8,"Hydroquinone is an aromatic organic compound. In the United States, Hydroquinone may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name is Hydroquinone.",MODERATE,MODERATE,LOW,HIGH
I_4452,ORYZA SATIVA (RICE) FERMENT FILTRATE,704359,1,1,1,,LOW,LOW,LOW,LOW
I_4453,TRICLOCARBAN,706622,6,6,6,Triclocarban is a substituted carbanilide.,LOW,LOW,LOW,HIGH
I_4454,CHENOPODIUM QUINOA SEED OIL,717672,1_3,1,3,Chenopodium Quinoa Seed Oil is an oil expressed from seeds of Chenopodium quinoa.,LOW,LOW,LOW,HIGH
I_4455,PROTEIN,705337,1,1,1,,LOW,LOW,LOW,LOW
I_4456,SODIUM HYDRONATE,706074,1,1,1,,LOW,LOW,LOW,LOW
I_4457,SODIUM PYRUVATE,706173,1,1,1,Sodium Pyruvate is an organic salt.,LOW,LOW,LOW,LOW
I_4458,MALEIC ACID,720478,1_3,1,3,Maleic Acid is a cis unsaturated organic acid.,LOW,LOW,LOW,MODERATE
I_4459,POLYGLYCERYL-3 PALMITATE,722482,1,1,1,Polyglyceryl-3 Palmitate is an ester of Palmitic Acid (q.v.) and Polyglycerin-3 (q.v.),LOW,LOW,LOW,LOW
I_4460,SODIUM CASTORATE,723679,1,1,1,Sodium Castorate is a sodium salt of the fatty acids derived from Ricinus Communis(Castor) Oil (q.v.).,LOW,LOW,LOW,LOW
I_4461,VISCUM ALBUM (MISTLETOE) LEAF EXTRACT,724837,1,1,1,"Viscum Album (Mistletoe) Leaf Extract is an extract of the leaves of the mistletoe, Viscumalbum.",LOW,LOW,LOW,LOW
I_4462,METHYLIONONE,725713,1_2,1,2,,LOW,LOW,LOW,MODERATE
I_4463,PIPER NIGRUM FRUIT EXTRACT,728454,1,1,1,,LOW,LOW,LOW,LOW
I_4464,ROSA ALBA FLOWER EXTRACT,728486,1,1,1,,LOW,LOW,LOW,LOW
I_4465,CRINUM ASIATICUM EXTRACT,729198,1,1,1,,LOW,LOW,LOW,LOW
I_4466,FRANGULA ALNUS BARK,729374,1,1,1,,LOW,LOW,LOW,LOW
I_4467,VITIS VINIFERA (GRAPE) FLOWER CELL EXTRACT,730304,1,1,1,,LOW,LOW,LOW,LOW
I_4468,OCOTEA CYMBARUM OIL,808752,1,1,1,,LOW,LOW,LOW,LOW
I_4469,SORGHUM BICOLOR STALK JUICE,861947,1,1,1,,LOW,LOW,LOW,LOW
I_4470,SAPONIFIED RICINUS COMMUNIS (CASTOR) OIL,862272,1,1,1,,LOW,LOW,LOW,LOW
I_4471,METHYLSALICYLATYL GLYCYRRHETINATE,862634,1,1,1,,LOW,LOW,LOW,LOW
I_4472,ACETYL GLUTAMINE,700085,1,1,1,,LOW,LOW,LOW,LOW
I_4473,ALUMINUM HYDRATE,700320,1,1,1,,LOW,LOW,LOW,LOW
I_4474,BENZOPHENONE-2,700687,4,4,4,Not approved for use in United States sunscreens. Concerns about hormone disruption.,LOW,MODERATE,LOW,LOW
I_4475,CITRUS EXTRACT,701431,1,1,1,,LOW,LOW,LOW,LOW
I_4476,CUCURBITA PEPO (PUMPKIN) EXTRACT,701711,1,1,1,Cucurbita Pepo (Pumpkin) Extract is an extract of the pulp of Cucurbita pepo.,LOW,LOW,LOW,LOW
I_4477,DIOCTYLDODECYL DODECANEDIOATE,702085,1,1,1,Dioctyldodecyl Dodecanedioate is a diester of octyldodecanol and dodecanedioic acid.,LOW,LOW,LOW,LOW
I_4478,ETHYLHEXANOATE,702334,1,1,1,,LOW,LOW,LOW,LOW
I_4479,FICUS CARICA (FIG),702474,1,1,1,,LOW,LOW,LOW,LOW
I_4480,MENTHOL OIL,703858,1,1,1,,LOW,LOW,LOW,LOW
I_4481,MIPA-LAURETH SULFATE,703984,1_5,1,5,MIPA-Laureth Sulfate is a monoisopropanolamine salt of sulfated ethoxylated lauryl alcohol.,LOW,LOW,LOW,HIGH
I_4482,PLANTAGO MAJOR (PLANTAIN) EXTRACT,704927,1,1,1,,LOW,LOW,LOW,LOW
I_4483,RNA,705570,1,1,1,"RNA is a polynucleotide involved in protein synthesis. It is found in both the nucleus andcytoplasm of cells. The four primary nucleosides are adenosine, guanosine, cytidine and uridine.",LOW,LOW,LOW,LOW
I_4484,RUBUS VILLOSUS (BLACKBERRY) FRUIT EXTRACT,705690,1,1,1,"Rubus Villosus (Blackberry) Fruit Extract is an extract of the fruit of the blackberry, Rubusvillosus.",LOW,LOW,LOW,LOW
I_4485,SAMBUCUS NIGRA (ELDER),705782,1,1,1,,LOW,LOW,LOW,LOW
I_4486,TRIISONONANOIN,706665,1,1,1,Triisononanoin is a triester of glycerin and a branched chain nonanoic acid.,LOW,LOW,LOW,LOW
I_4487,CASSIA OBTUSIFOLIA SEED EXTRACT,717501,1,1,1,Cassia Obtusifolia Seed Extract is an extract of the seeds of Cassia obtusifolia.,LOW,LOW,LOW,LOW
I_4488,CITRUS AURANTIUM DULCIS (ORANGE) LEAF EXTRACT,717921,1,1,1,Citrus Aurantium Dulcis (Orange) Leaf Extract is an extract of the leaves of Citrus aurantiumdulcis.,LOW,LOW,LOW,LOW
I_4489,FRAGARIA VESCA (STRAWBERRY) JUICE,719120,1,1,1,"Fragaria Vesca (Strawberry) Juice is a liquid expressed from the fresh pulp of thestrawberry, Fragaria vesca.",LOW,LOW,LOW,LOW
